Fase,Marca,Nombre del producto,Titulo optimizado,EAN,Descripción,Beneficio (bullets),Modo de uso,Composición,Ingredientes,Textura,Tipo de piel,Categoría,Subcategoría,Presentacion,Palabras Clave
Fase 1,AVENE DERMABSOLUT,Bálsamo de Noche Anti-edad Avene Dermabsolu 40ml,Bálsamo de Noche Anti-edad Avene Dermabsolu 40ml,7799075000345,"
Un bálsamo cremoso que ayuda a regenerar y nutrir intensamente la piel. 
Al despertar, los rasgos aparecen relajados, la piel luce radiante y llena de vitalidad.","Beneficios:
-Redensifica y revitaliza la piel. 
-Los Polifenoles de vainilla, potenciadores del ácido hialurónico, ayudan a combatir la flacidez de la piel.
El Bakuchiol (o Syténol™), una alternativa vegetal al retinol, ayuda a mantener los volúmenes del rostro.
-El Glycoléol, precursor de los lípidos esenciales de la piel, le aporta nutrición, flexibilidad y bienestar.
Enriquecida con Mantéca de Karité logrando una textura fundente.
-Redefine el óvalo del rostro. 
-Innovación frasco Airless.","Modo de uso:
Aplicar todas las noches luego del Dermabsolu Serum. Hacerlo sobre el rostro y cuello. Girar 1/4 de vuelta y presionar para liberar una dosis.","Compuesto por: Agua termal de Avène (Calmante y desensibilizante), Glycoleol (Activador de síntesis lipídica, refuerza la barrera cutánea, revitaliza), Polifenoles de vainilla (Redensificar, lucha contra la flacidez, potenciado de la síntesis natural de ácido hilaurónico), Systenol (Potente reestructurante celular), Pre-Tocoferil 0,05% (Antirradicales libres), Aceite de jojoba (Aporta comodidad sin efecto graso), Manteca de karité 28% (nutre la piel), Perfume.
Dermatologicamente testeado.","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. COCO-CAPRYLATE/CAPRATE. GLYCERIN. BUTYROSPERMUM PARKII (SHEA) BUTTER (BUTYROSPERMUM PARKII BUTTER). METHYL GLUCETH-20. DIMETHICONE. BEHENYL ALCOHOL. OCTYLDODECANOL. CETEARYL ALCOHOL. GLYCERYL STEARATE. PEG-100 STEARATE. GLYCERYL LINOLEATE. ALUMINUM STARCH OCTENYLSUCCINATE. AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER. BAKUCHIOL. SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL (SIMMONDSIA CHINENSIS SEED OIL). BENZOIC ACID. CAPRYLYL GLYCOL. CETEARYL GLUCOSIDE. DIMETHICONE CROSSPOLYMER. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL LINOLENATE. GLYCERYL OLEATE. GLYCERYL PALMITATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). HYDROGENATED STARCH HYDROLYSATE. PROPYLENE GLYCOL. SODIUM HYDROXIDE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. VANILLA TAHITENSIS FRUIT EXTRACT. WATER (AQUA)
",Textura en crema,Tipo de piel: todo tipo de piel,,,Presentacion: 40 ml,*Anti edad *Anti Age *Arrugas Profundas *Cuidado de la piel *Balsamo *Noche *Rostro *Regenerador *Anti envejecimiento *Cara *Cuidado facial *Hidratación *Uso frecuente *Calmante
Fase 2,AVENE DERMABSOLUT,Serum Anti-edad Avene Dermabsolu 30ml,Serum Anti-edad Avene Dermabsolu 30ml,7799075000352,"
Tratamiento “suero en aceite” redensificante altamente concentrado en ingredientes activos para ayudar a lograr una piel redensificada y tonificada, y un contorno facial visiblemente redefinido.","Beneficios:
-Piel redensificada, tonificada, luminosa y nutrida en profundidad.
--Los Polifenoles de vainilla, potenciadores del ácido hialurónico, ayudan a combatir la flacidez de la piel.
El Bakuchiol (o Syténol™), una alternativa vegetal al retinol, ayuda a mantener los volúmenes del rostro.
-El Glycoléol, precursor de los lípidos esenciales de la piel, le aporta nutrición, flexibilidad y bienestar.
-Fórmula no grasa de “suero en aceite” se funde con la piel.
-Hidrata las 24 hs.
-Rico en Agua Termal","Modo de uso:
Aplicar sobre la piel limpia del rostro, cuello y escote.
Agitar antes de usar y girar el tapón.
El frasco se recarga automáticamente.","Compuesto por: Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.) Glycoleol (Activador de síntesis lipídica,refuerza la barrera cutánea.Revitaliza) Polifenoles de vainilla (Redensificar,Luchar contra la flacidez,Potenciador de la síntesis natural de ácido hialurónico) Sytenol (Potente reestructurante celular.) Pre-Tocoferil 0,05% (Antirradicales Libres) Aceite de jojoba (Aporta comodidad sin efecto graso) Perfume","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. GLYCERIN. METHYL GLUCETH-20. COCO-CAPRYLATE/CAPRATE. DIMETHICONE. BAKUCHIOL. GLYCERYL LINOLEATE. SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL (SIMMONDSIA CHINENSIS SEED OIL). 1,2-HEXANEDIOL. CAPRYLYL GLYCOL. CETYL ALCOHOL. FRAGRANCE (PARFUM). GLYCERYL LINOLENATE. GLYCERYL OLEATE. GLYCERYL PALMITATE. GLYCERYL STEARATE. GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL). HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). HYDROGENATED POLYISOBUTENE. HYDROGENATED STARCH HYDROLYSATE. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. LACTIC ACID. MICA. PALMITIC ACID. PEG-7 TRIMETHYLOLPROPANE COCONUT ETHER. PROPYLENE GLYCOL. SODIUM STEAROYL GLUTAMATE. SORBITAN ISOSTEARATE. STEARIC ACID. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TROPOLONE. VANILLA TAHITENSIS FRUIT EXTRACT. WATER (AQUA)
",Textura en serum,Tipo de piel: todo tipo de piel,,,Presentacion: 40 ml,*Serum *Facial *Cara *Rostro *Luminosidad *Nutre *Nutrición *Redefinido *Redensifica
,AVENE HYDRANCE,Serum Hidratante Avene Hydrance Intense 30ml,Serum Hidratante Avene Hydrance Intense 30ml,7799075000086,"
Serum hidrantante con textura aqua-film. Restaura la hidratación natural de la piel y su barrera protectora. Formulado con un concentrado de Agua Termal Avène, que refuerza la hidratación, nutre y calma las pieles sensibles deshidratadas.","Beneficios:
-24 hs de Hidratación
-Serum rehidratante
-Efecto reservorio de agua
-Ayuda a alisar las arrugas de expresion causadas por la deshidratación
","Modo de uso:
Aplicar sobre la piel limpia y seca del rostro, cuello y escote. Se puede utilizar solo o antes de la crema.",Compuesto por: Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.) Cohederm TM (Hidratante) Fase emoliente (Emolientes ligeros),"Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. ISOCETYL STEAROYL STEARATE. TRIETHYLHEXANOIN. GLYCERIN. 1,2-HEXANEDIOL. HYDROGENATED STARCH HYDROLYSATE. METHYL GLUCETH-20. BENZOIC ACID. BETA-SITOSTEROL. C12-20 ALKYL GLUCOSIDE. C14-22 ALCOHOLS. CARBOMER. DISODIUM EDTA. FRAGRANCE (PARFUM). POLYGLYCERYL-10 MYRISTATE. SODIUM HYDROXIDE. TOCOPHERYL ACETATE. WATER (AQUA)",Textura: Serum,Tipo de piel: Piel mixta a deshidratada,,,Presentación: 30 ml,*Serum *Facial *Cara *Rostro *Calmante *Hidratante *Arrugas
Fase 1,AVENE PHYSIOLIFT,Contorno de Ojos Anti-edad Avene Physiolift 15ml,Contorno de Ojos Anti-edad Avene Physiolift 15ml,7798095418413,"Descripcipon:
Ayuda a rellenar las arrugas y tensa la piel del contorno de los ojos. Atenúa las bolsas y las ojeras persistentes.","Beneficios:
-Contiene Ascofilline™ que ayuda a recargar la piel con colágeno, Ácido Hialurónico rellenador y Retinaldehído.
-Reafirmante
-Tiene un efecto descongestivo gracias al Sulfato de Dextrano ayudando a atenuar las bolsas y ojeras.
-Desfatigante y alisante
-Efecto calmante por el agregado del agua Termal de Avène, para calmar esta delicada zona.
-Sin perfume
-Buena tolerancia ocular","Modo de uso:
Aplicar por la noche suavemente mediante ligeros toques alrededor del contorno del ojo. No aplicar sobre el parpado móvil.","Compuesto por: Ascofilline 0.3% (Recarga la piel com colágeno), Mono-oligómeros de Ácido Hialurónico 0.5% (Redensifica la piel), Retinaldehído 0.015% (Precursor de Ácido Retinoico), Sulfato de Dextrano.5% (Descongestivo), Agua Termal Avène 61% (Calmante y desensibilizante). 
Libre de Perfume y Aceite. Dermatologicamente testeado.","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). ALUMINUM STARCH OCTENYLSUCCINATE. GLYCERIN. ISODECYL NEOPENTANOATE. PPG-15 STEARYL ETHER. CETYL ALCOHOL. CETEARYL ALCOHOL. GLYCERYL STEARATE. PEG-100 STEARATE. CAPRYLIC/CAPRIC TRIGLYCERIDE. DIMETHICONE. 1,2-HEXANEDIOL. ASCOPHYLLUM NODOSUM EXTRACT. BHT. CAPRYLYL GLYCOL. CETEARETH-33. DISODIUM EDTA. RED 33 (CI 17200). RETINAL. SODIUM DEXTRAN SULFATE. SODIUM HYALURONATE. SODIUM HYDROXIDE. TOCOPHERYL ACETATE. XANTHAN GUM",Textura: crema,Tipo de piel: todo tipo de piel,,,Presentación: 15 ml,*Anti edad *Anti Age *Arrugas Instaladas *Contorno de ojos *Bolsas *Ojeras *Cuidado de la piel *Alisador *Crema *Antioxidante *Anti envejecimiento *Cuidado facial *Cuidado esencial *Uso frecuente
Fase 1,AVENE PHYSIOLIFT,Emulsión de Día Anti-edad Avene Physiolift 30ml,Emulsión de Día Anti-edad Avene Physiolift 30ml,7798095418321,"
Emulsión de día anti-edad para arrugas instaladas y líneas de expresión, reafirma la piel y devuelve al rostro la luminosidad perdida.","Beneficios:
-Tensa la piel, aumenta la firmerza y rellena la piel.
-Devuelve la luminosidad al rostro y realza la tez.
-Aporta flexibilidad y suavidad y atenúa las arrugas instaladas.","Modo de uso:
Aplicar todas las mañanas en el rostro y cuello sobre la piel limpia y seca.","Compuesto por: Agua Termal Avène (Calmante y desensibilizante), Pretocoferil (Antioxidante), Mono-oligomeros de Ácido Hialurónico (Redensifica la piel), Ascofilline (Recarga la piel con colágeno).
Dermatologicamente testeado.","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). ISODODECANE. ISODECYL NEOPENTANOATE. CAPRYLIC/CAPRIC TRIGLYCERIDE. GLYCERIN. PROPYLENE GLYCOL. DIMETHICONE. GLYCERYL STEARATE. PEG-100 STEARATE. POLYMETHYL METHACRYLATE. 1,2-HEXANEDIOL. ARACHIDYL ALCOHOL. ARACHIDYL GLUCOSIDE. ASCOPHYLLUM NODOSUM EXTRACT. BEHENYL ALCOHOL. CAPRYLYL GLYCOL. CARBOMER. DIMETHICONE CROSSPOLYMER. DISODIUM EDTA. FRAGRANCE (PARFUM). MICA. PVP. SILICA. SODIUM HYALURONATE. SODIUM HYDROXIDE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL GLUCOSIDE. WATER (AQUA)",Textura: emulsión,Tipo de piel: todo tipo de piel,,,Presentación: 30 ml,"*Anti edad *Anti Age *Arrugas Instaladas *Cuidado de la piel *Cuidado Facial *Rostro *Alisador *Anti envejecimiento *cara *Crema de día *Hidratación *Uso frecuente *Corrector
*Alisador"
Fase 2,AVENE PHYSIOLIFT,Crema de Día Anti-Edad  Avene Physiolift  30ml,Crema de Día Anti-Edad  Avene Physiolift  30ml,7798095418383,"
Crema antiedad reafirmante para todo tipo de piel. Ayuda a alisar las arrugas instaladas, tensa y devuelve la vitalidad del rostro.
Una combinación exclusiva y patentada de ingredientes complementarios anti signos de la edad.","Beneficios:
-Atenúa las arrugas profundas
Potente antioxidante
-Tensa la piel
-Realza la luminosidad
-Protege la piel de la agresión de los radicales libres gracias a la Provitamina E (Pretocoferil), un potente antioxidante
-Su formulación, rica en Agua Termal de Avène calmante, incorpora agentes suavizantes para un efecto dirigido a las arrugas
-Cremosa y ligeramente perfumada","Modo de uso:
Aplicar por la mañana en rostro, cuello y escote sobre la
piel limpia y seca.",Compuesto por: Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.) Pretocoferil (Antioxidante) Mono-oligomeros de Ácido Hialurónico (redenfisica la piel) Ascofilline (Recarga la piel con colágeno),"Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. DIMETHICONE. BUTYLENE GLYCOL. GLYCERIN. CETEARYL ALCOHOL. BUTYROSPERMUM PARKII (SHEA) BUTTER (BUTYROSPERMUM PARKII BUTTER). GLYCERYL STEARATE. PEG-100 STEARATE. BEHENYL ALCOHOL. BIS-PEG-12 DIMETHICONE BEESWAX. 1,2-HEXANEDIOL. AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER. ASCOPHYLLUM NODOSUM EXTRACT. CAPRYLYL GLYCOL. CETEARYL GLUCOSIDE. DIMETHICONE CROSSPOLYMER. DISODIUM EDTA. FRAGRANCE (PARFUM). MICA. PVP. SILICA. SODIUM HYALURONATE. SODIUM HYDROXIDE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL ACETATE. TOCOPHERYL GLUCOSIDE. WATER (AQUA). XANTHAN GUM
",Textura: crema,Tipo de piel: seca,,,Presentación: 30 ml,*Crema *Bálsamo *Nocturno *Noche *Anti age *Anti arrugas *Firmeza *Reafirmante *Relajante
Fase 1,AVENE PHYSIOLIFT,Serum antiedad Avene Physiolift 30 ml,Serum antiedad Avene Physiolift 30 ml,7798095419908,"
Physiolift serum es un cuidado que asocia una acción visible para atenuar los signos de la edad con una acción duradera para reestructurar la piel. Alisa y reafirma la piel visiblemente con efecto Hidro-Lifting.","Beneficios:
-Ayudar a reducir visiblemente los signos del envejecimiento: pérdida de firmeza, arrugas establecidas y surcos profundos.
-Combina dos tipos de Ácidos Hialurónicos: los de alto peso molecular, que ayudan a rellenar la piel de forma intensa e inmediata, y los de bajo peso molecular que “entrenan a las células para fabricar la preciosa molécula”
-Fórmula con efecto hidro-lifting. 
-Hidratación por 24 hs
-Textura ligera y delicadamente perfumada
-Enriquecida con Agua Termal de Avène, ofrece una sensación reconfortante","Modo de uso:
Aplicar día y/o noche, antes del cuidado habitual.","Compuesto por: Agua Termal Avène (Calmante y desensibilizante), Mono-oligomeros de Ácido Hialurónico (Redensifica la piel), Microesferas de Ácido Hialurónico (Rellena la piel en superficie), Pretocoferil (Antioxidante), Ascofilline (Recarga la piel con colágeno).
","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). 
GLYCERIN. ISODECYL NEOPENTANOATE. METHYL GLUCETH-20. PEG-12. PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE. TRIETHYLHEXANOIN. DIMETHICONE. ETHYLHEXYL PALMITATE. 1,2-HEXANEDIOL. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. ARACHIDYL ALCOHOL. ARACHIDYL GLUCOSIDE. ASCOPHYLLUM NODOSUM EXTRACT. BEHENYL ALCOHOL. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. CETYL ALCOHOL. DIMETHICONE CROSSPOLYMER. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL STEARATE. HEXYLENE GLYCOL. MICA. PEG-100 STEARATE. PHENOXYETHANOL. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. PVP. SILICA. SILICA DIMETHYL SILYLATE. SODIUM HYALURONATE. SODIUM HYDROXIDE. SORBITAN ISOSTEARATE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL ACETATE. TOCOPHERYL GLUCOSIDE. WATER (AQUA)
",Textura: serum,Tipo de piel: todo tipo de piel,,,Presentación: 30 ml,"*Anti edad *Anti Age *Arrugas Instaladas *Cuidado de la piel *Cuidado Facial *Rostro *Alisador *Anti envejecimiento *cara *Serum *Hidratación *Uso frecuente
*Alisador"
Fase 1,AVENE PHYSIOLIFT,Crema de Noche Anti-edad Avene Physiolift 30ml,Crema de Noche Anti-edad Avene Physiolift 30ml,7798095418390,"
Bálsamo de noche anti-edad. Ayuda a reafirmar, reducir la apariencia de las arrugas y refrescar los rasgos, para una piel más radiante por la mañana.","Beneficios:
- Reduce las arrugas establecidas, refuerza la firmeza de la piel y trabaja para regenerarla durante toda la noche.
-Efecto lifting
-Ultrarreconfortante y delicadamente perfumada","Modo de uso:
Aplicar por la noche sobre la piel limpia y seca del rostro, cuello y escote. ","Compuesto por: Agua Termal Avène (Ayuda en procesos irritativos y
sensibilizantes) Pretocoferil (Antioxidante) Mono-oligomeros de
Ácido Hialurónico (Redensifica la piel) Ascofilline (Recarga la piel con colágeno)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). ISOHEXADECANE. DIMETHICONE. CAPRYLIC/CAPRIC TRIGLYCERIDE. CETYL ALCOHOL. GLYCERIN. CETEARYL ALCOHOL. PENTYLENE GLYCOL. GLYCERYL STEARATE. PEG-100 STEARATE. 1,2-HEXANEDIOL. TOCOPHERYL ACETATE. ASCOPHYLLUM NODOSUM EXTRACT. CETEARETH-33. DIMETHICONE CROSSPOLYMER. DISODIUM EDTA. FRAGRANCE (PARFUM). HESPERIDIN METHYL CHALCONE. PVP. RED 33 (CI 17200). RETINAL. SODIUM HYALURONATE. WATER (AQUA). XANTHAN GUM",Textura: crema,Tipo de piel: todo tipo de piel,,,Presentación: 30 ml,*Crema *Bálsamo *Anti age *Anti arrugas *Arrugas profundas *Firmeza *Reafirmante *Relajante *Noche *Nocturna
Fase 2,AVENE SOLAR,Protector Solar Avene Crema SPF 50+ 50ml,Protector Solar Avene Crema SPF 50+ 50ml,7798095415788,"


Protector solar facial spf 50 en crema

","Beneficios: 
Muy alta protección, antioxidante e hidratante. 
Resistente al agua","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène (Calma, suaviza y disminuye  la irritación), Tinosorb M
Tinosorb S, Uvasorb HEB, Parsol 1789 (Sistema Fotoprotector), Pre-tocoferil y Thialidina (Complejo antioxidante)","Ingredientes:
 AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). DIISOPROPYL ADIPATE. PENTAERYTHRITYL TETRACAPRYLATE/TETRACAPRATE. DICAPRYLYL CARBONATE. BISETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ALUMINUM STARCH OCTENYLSUCCINATE. BUTYLENE GLYCOL. BUTYL METHOXYDIBENZOYLMETHANE. POTASSIUM CETYL PHOSPHATE. DECYL GLUCOSIDE. GLYCERYL STEARATE. PEG-100 STEARATE. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. HYDROGENATED PALM GLYCERIDES. HYDROGENATED PALM KERNEL GLYCERIDES. PROPYLENE GLYCOL. SODIUM HYDROXIDE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Untuosa,Apto para pieles sensibles a secas.,,,Presentacion: 50 ml,*Protector Solar *Cuidado Facial *Rostro *Alta protección *Piel seca *Resistente al agua *Tacto seco *Textura untuosa
Fase 2,AVENE SOLAR,Protector Solar Avene Reflex SPF 50+ 30ml,Protector Solar Avene Reflex SPF 50+ 30ml,7798095415771,"


Protector solar facial spf 50 envase pocket

","Beneficios: 
Muy alta protección, antioxidante e hidratante
Práctico packaging extra-plano y ergonómico
Previene el daño producido por los radicales libres
Resistente al agua","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Tinosorb M, Tinosorb S, Uvasorb HEB, Parsol 1789 (sistema fotoprotector) y Pre-tocoferil y Thialidina (complejo anti-oxidante)","Ingredientes:
 AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). CETEARYL ISONONANOATE. DIISOPROPYL ADIPATE. ISODECYL NEOPENTANOATE. BISETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ALUMINUM STARCH OCTENYLSUCCINATE. BUTYL METHOXYDIBENZOY L - METHANE. POTASSIUM CETYL PHOSPHATE. DECYL GLUCOSIDE. ACRYLATES/ C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCERYL LAURATE. HYDROGENATED PALM GLYCERIDES. HYDROGENATED PALM KERNEL GLYCERIDES. PROPYLENE GLYCOL. SILICA. SODIUM HYDROXIDE. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Ultra fluida y ligera. Oil free,Apto para todo tipo de piel,,,Presentacion: 30 ml,*Protector Solar *Protección solar facial *Fotoprotector *FPS *UV *Alta protección *Textura ligera *Textura fluida *Mate *Matificante *Resistente al agua *Ergonómico *Oil-free
Lanzamiento,AVENE SOLAR,Protector Solar Avene B-Protect SPF 50+ 30ml,Protector Solar Avene B-Protect SPF 50+ 30ml,7799075001625,"


Protector solar facial spf 50.
Cuidado solar anti-polución embellecedor de la piel
","
Beneficios: 
B-Protect SPF50+ tiene una novedosa fórmula 3 en 1 que brinda:
-PROTECCIÓN contra los rayos UVB-UVA, UVA Long y LUZ AZUL hasta 450 mm.
- PROTECCIÓN ANTI-POLUCIÓN para cuidarte de los radicales libres
- EFECTO EMBELLECEDOR, gracias a su textura evolutiva, con su aplicación se liberan pigmentos microencapsulados que inmediatamente adquieren el tono de tu piel para darle un precioso acabado. La tez se ve fresca, luminosa y radiante.
Adecuado para las condiciones de luz solar mas extremas. Unifica el tono de la piel y la deja fresca y radiante. 
Resistente al agua
","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Pre-tocoferil y Thialidina (complejo antioxidante), Tinosorb M, Tinosorb S , Uvasorb HEB, Parsol 1789 (sistema fotoprotector), Dióxido de titanio y Óxidos de hierro (pigmentos) Sílice de nueva generación (toque seco)","Ingredientes:
 AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). SILICA. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ALUMINUM STARCH OCTENYLSUCCINATE. DIISOPROPYL ADIPATE. BUTYL METHOXYDIBENZOYLMETHANE. TITANIUM DIOXIDE (CI 77891). DECYL GLUCOSIDE. GLYCERYL STEARATE. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. VP/EICOSENE COPOLYMER. ACRYLATES/AMMONIUM METHACRYLATE COPOLYMER. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. ALUMINA. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. IRON OXIDES (CI 77492) (CI 77491) (CI 77499). ISOPROPYL MYRISTATE. OXOTHIAZOLIDINE. PROPYLENE GLYCOL. SODIUM BENZOATE. SODIUM HYDROXIDE. STEARYL ALCOHOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. TRIETHYL CITRATE. XANTHAN GUM.",Textura Ultra ligera,Apto para las pieles mas vulnerables,,,Presentacion: 50 ml,*Protección Solar *Cuidado Facial *Rostro  *Crema Solar *Alta protección *Protector con Color  *Piel Sensible *Piel grasa *Fluido *protector *Maquillaje *Corrector *anti-polución *antioxidante
Fase 3,AVENE SOLAR,Protector Solar Avene Anti-age SPF 50+ 50ml,Protector Solar Avene Anti-age SPF 50+ 50ml,7798095418987,"
Protector solar spf 50 facial Antiedad","Beneficios:
Protección óptima frente a los rayos UVB y los UVA
Con Ascofiline(®) que devuelve la firmeza a la piel
Previene el envejencimiento y 
estimula la sintesis de colageno
Tubo-dispensador airless: práctico, permite dosificar 
fácilmente la cantidad correcta de producto a aplicar.
Resistente al agua","Modo de uso: 
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Ascofilline TM (Anti-envejecimiento), Pre-tocoferil y Thialidina (complejo anti-oxidante) y Tinosorb M, Tinosorb S, Uvasorb HEB, Parsol 1789 (sistema fotoprotector)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. DIISOPROPYL ADIPATE. WATER (AQUA). SILICA. BIS-ETHYLHEXYLOXYPHENOLMETHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ALCOHOL (ALCOHOL DENAT). ALUMINUM STARCH OCTENYLSUCCINATE. BUTYL METHOXYDIBENZOYLMETHANE. C10-18 TRIGLYCERIDES. DECYL GLUCOSIDE. GLYCERYL STEARATE. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. ASCOPHYLLUM NODOSUM EXTRACT. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. PROPYLENE GLYCOL. SODIUM HYDROXIDE. STEARYL ALCOHOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM",Textura: Crema,Apto para todo tipo de piel,,,Presentacion: 50 ml,*Protector solar *Bloqueador solar *Anti edad *Anti age *FPS *FPS 50 *Protección solar *UV *Resistente al agua *Textura fluida
